...1,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,view_history,trial,character_choice,stimulus_dict,accuracy,correct_response,ball_pos,ego_ball_visible,ego_can_infer,alter_ball_visible,alter_can_infer,collective_ball_visible,collective_can_infer,search_locations,alter_occluders,ego_occluders,accuracy_bool,feedback,age,ethnicity,gender,race,overall_accuracy,bonus,workerid
101,NA,NA,NA,NA,NA,survey-html-form,318,781149,0.0-293.0,117595,NA,"{""feedback"":""I tried to respons based on the prior repones he chose. The hardest ones were where neither he or I could see the ball."",""age"":""43"",""gender"":""Female"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I tried to respons based on the prior repones he chose. The hardest ones were where neither he or I could see the ball.,43,Non-Hispanic,Female,Black/African American,0.6180555555555556,0.6180555555555556,hqxovghkjx
102,NA,NA,NA,NA,NA,survey-html-form,318,702898,0.0-293.0,52287,NA,"{""feedback"":""I just picked the obvious choice and guessed the ones that were hidden."",""age"":""48"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I just picked the obvious choice and guessed the ones that were hidden.,48,Hispanic,Female,White,0.6736111111111112,0.6736111111111112,j042vwocmx
103,NA,NA,NA,NA,NA,survey-html-form,318,636121,0.0-293.0,21875,NA,"{""feedback"":""Just a guess"",""age"":""61"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Just a guess,61,Non-Hispanic,Female,White,0.625,0.625,j0qmrp0rtl
104,NA,NA,NA,NA,NA,survey-html-form,318,552896,0.0-293.0,15117,NA,"{""feedback"":"""",""age"":""34"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,Hispanic,Female,White,0.6180555555555556,0.6180555555555556,j53v868mlc
105,NA,NA,NA,NA,NA,survey-html-form,318,332799,0.0-293.0,11906,NA,"{""feedback"":"""",""age"":""24"",""gender"":""Female"",""other_gender"":"""",""race"":""Asian"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Non-Hispanic,Female,Asian,0.6736111111111112,0.6736111111111112,jl7m0ybrh2
106,NA,NA,NA,NA,NA,survey-html-form,318,729812,0.0-293.0,17677,NA,"{""feedback"":"""",""age"":""37"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,Non-Hispanic,Female,White,0.6388888888888888,0.6388888888888888,jqzwvknojn
108,NA,NA,NA,NA,NA,survey-html-form,318,786065,0.0-293.0,45315,NA,"{""feedback"":""Whether or not he could see the ball."",""age"":""35"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whether or not he could see the ball.,35,Non-Hispanic,Male,White,0.6388888888888888,0.6388888888888888,k80bd47p8e
109,NA,NA,NA,NA,NA,survey-html-form,318,679757,0.0-293.0,22081,NA,"{""feedback"":""Honestly, went with my gut. I couldn't find a pattern in what Sam decided to pick. So I just trusted my intuition and stuck with it."",""age"":""37"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Honestly, went with my gut. I couldn't find a pattern in what Sam decided to pick. So I just trusted my intuition and stuck with it.",37,Non-Hispanic,Male,White,0.5902777777777778,0.5902777777777778,kd174dvcl7
110,NA,NA,NA,NA,NA,survey-html-form,318,442644,0.0-293.0,48002,NA,"{""feedback"":""I thought about what Sam could see and then took a guess if he couldn't see the right one. I defaulted towards the middle answer. "",""age"":""27"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I thought about what Sam could see and then took a guess if he couldn't see the right one. I defaulted towards the middle answer.,27,Non-Hispanic,Female,White,0.6805555555555556,0.6805555555555556,khznfvxnwo
111,NA,NA,NA,NA,NA,survey-html-form,318,743755,0.0-293.0,60242,NA,"{""feedback"":""Obvious was one way, just guessing is the rest. No routine developed."",""age"":""60"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Obvious was one way, just guessing is the rest. No routine developed.",60,Non-Hispanic,Female,White,0.6111111111111112,0.6111111111111112,kk26vb8sp1
112,NA,NA,NA,NA,NA,survey-html-form,318,308407,0.0-293.0,11778,NA,"{""feedback"":"""",""age"":""39"",""gender"":""Male"",""other_gender"":"""",""race"":""Multiracial"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,Non-Hispanic,Male,Multiracial,0.6319444444444444,0.6319444444444444,kl64c5s94e
113,NA,NA,NA,NA,NA,survey-html-form,318,440318,0.0-293.0,38266,NA,"{""feedback"":""Kind of guessing, kind of trying to find a pattern"",""age"":""44"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kind of guessing, kind of trying to find a pattern",44,Non-Hispanic,Female,White,0.6736111111111112,0.6736111111111112,ks7dpe4hm7
114,NA,NA,NA,NA,NA,survey-html-form,318,1097484,0.0-293.0,14894,NA,"{""feedback"":"""",""age"":""39"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,Non-Hispanic,Male,White,0.5555555555555556,0.5555555555555556,ktgkw1n3ua
115,NA,NA,NA,NA,NA,survey-html-form,318,1064352,0.0-293.0,20903,NA,"{""feedback"":"""",""age"":""42"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Non-Hispanic,Male,White,0.7083333333333334,0.7083333333333334,l0t3hkvo5m
116,NA,NA,NA,NA,NA,survey-html-form,318,1419151,0.0-293.0,11959,NA,"{""feedback"":"""",""age"":""66"",""gender"":""Female"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,Non-Hispanic,Female,Black/African American,0.5763888888888888,0.5763888888888888,l13hnrzq0b
117,NA,NA,NA,NA,NA,survey-html-form,345,600070,0.0-293.0,19447,NA,"{""feedback"":""What angles Sam could see the ball from."",""age"":""41"",""gender"":""Female"",""other_gender"":"""",""race"":""American Indian/Alaska Native"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,What angles Sam could see the ball from.,41,Non-Hispanic,Female,American Indian/Alaska Native,0.6597222222222222,0.6597222222222222,l2rc4m7xqo
118,NA,NA,NA,NA,NA,survey-html-form,318,579731,0.0-293.0,38654,NA,"{""feedback"":""Obvious when balls were visible to him; otherwise, guessing"",""age"":""55"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Obvious when balls were visible to him; otherwise, guessing",55,Non-Hispanic,Female,White,0.6319444444444444,0.6319444444444444,lg0d88ts39
119,NA,NA,NA,NA,NA,survey-html-form,345,246601,0.0-293.0,10039,NA,"{""feedback"":"""",""age"":""30"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Non-Hispanic,Female,White,0.6180555555555556,0.6180555555555556,ljefm38e9o
120,NA,NA,NA,NA,NA,survey-html-form,318,648919,0.0-293.0,10796,NA,"{""feedback"":"""",""age"":""36"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,Non-Hispanic,Male,White,0.6388888888888888,0.6388888888888888,lvvj5p5cmg
121,NA,NA,NA,NA,NA,survey-html-form,318,507712,0.0-293.0,24181,NA,"{""feedback"":""I tried to choose based on what he could see."",""age"":""24"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I tried to choose based on what he could see.,24,Non-Hispanic,Male,White,0.6111111111111112,0.6111111111111112,lx39us6stw
122,NA,NA,NA,NA,NA,survey-html-form,318,892482,0.0-293.0,25149,NA,"{""feedback"":""I saw patterns at times"",""age"":""60"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I saw patterns at times,60,Non-Hispanic,Female,White,0.7013888888888888,0.7013888888888888,m2anure8o7
123,NA,NA,NA,NA,NA,survey-html-form,318,268939,0.0-293.0,15813,NA,"{""feedback"":"""",""age"":""35"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,Non-Hispanic,Male,White,0.5555555555555556,0.5555555555555556,mh2np3sh9w
124,NA,NA,NA,NA,NA,survey-html-form,318,1125573,0.0-293.0,96734,NA,"{""feedback"":""If I could see the ball in the basket."",""age"":""66"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,If I could see the ball in the basket.,66,Non-Hispanic,Female,White,0.6180555555555556,0.6180555555555556,mnfut5cbvd
125,NA,NA,NA,NA,NA,survey-html-form,318,356400,0.0-293.0,17054,NA,"{""feedback"":""i went with my gut."",""age"":""45"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i went with my gut.,45,Non-Hispanic,Male,White,0.6041666666666666,0.6041666666666666,mrsx0258vn
126,NA,NA,NA,NA,NA,survey-html-form,318,1773490,0.0-293.0,518974,NA,"{""feedback"":""When the ball was in a particular basket, Sam would often guess the same basket on the next turn when he could not see where it was. When it was in the same place twice I think he was less likely to guess the same one again on the next turn.\n\nI think he usually went from the right basket to the left one, but I may have forgotten now and have that backwards.\n\nWhen we both could see the ball the answer was obvious.\n\nWhen I could see it, but he could not, I had to remember that he might not necessarily choose the correct basket.\n\nwhen Sam could see it and I could not, I usually went with the place it was not before, thinking the computer would be more likely to place it there."",""age"":""51"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"When the ball was in a particular basket, Sam would often guess the same basket on the next turn when he could not see where it was. When it was in the same place twice I think he was less likely to guess the same one again on the next turn.

I think he usually went from the right basket to the left one, but I may have forgotten now and have that backwards.

When we both could see the ball the answer was obvious.

When I could see it, but he could not, I had to remember that he might not necessarily choose the correct basket.

when Sam could see it and I could not, I usually went with the place it was not before, thinking the computer would be more likely to place it there.",51,Non-Hispanic,Male,White,0.6597222222222222,0.6597222222222222,mxnk0uta5l
127,NA,NA,NA,NA,NA,survey-html-form,318,665914,0.0-293.0,166020,NA,"{""feedback"":""I broke it down to whether he could see the basket and whether if I could see the basket, I put myself in Sam's shoes and my own and viewed each scenario from both points of view and chose accordingly. A lot of reasoning and deduction took place."",""age"":""32"",""gender"":""Male"",""other_gender"":"""",""race"":""Multiracial"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I broke it down to whether he could see the basket and whether if I could see the basket, I put myself in Sam's shoes and my own and viewed each scenario from both points of view and chose accordingly. A lot of reasoning and deduction took place.",32,Non-Hispanic,Male,Multiracial,0.6388888888888888,0.6388888888888888,myta2dudfe
128,NA,NA,NA,NA,NA,survey-html-form,318,1592347,0.0-293.0,27908,NA,"{""feedback"":""Attempted to find a pattern"",""age"":""59"",""gender"":""Male"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Attempted to find a pattern,59,Non-Hispanic,Male,Black/African American,0.6111111111111112,0.6111111111111112,n35rpu9lzy
129,NA,NA,NA,NA,NA,survey-html-form,318,1314826,0.0-293.0,432268,NA,"{""feedback"":""Mainly, I was focused on whether the baskets were covered or not, either for me or Sam. Those decisions were easy. On the other hand, when I was not able to see the whole basket, than I gave it a guess. "",""age"":""60"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mainly, I was focused on whether the baskets were covered or not, either for me or Sam. Those decisions were easy. On the other hand, when I was not able to see the whole basket, than I gave it a guess.",60,Non-Hispanic,Male,White,0.6041666666666666,0.6041666666666666,nfgh3r3vzo
130,NA,NA,NA,NA,NA,survey-html-form,318,586599,0.0-293.0,47414,NA,"{""feedback"":""I just looked at the pattern of what he might think based on where it had been previously."",""age"":""47"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I just looked at the pattern of what he might think based on where it had been previously.,47,Non-Hispanic,Female,White,0.6388888888888888,0.6388888888888888,nuz82bw6yr
131,NA,NA,NA,NA,NA,survey-html-form,318,1063702,0.0-293.0,185273,NA,"{""feedback"":""I new which basket would be searched if Sam could see where the ball was or if he could see two empty baskets. If Sam couldn't see two or three baskets and one contained the ball the basket chosen would just be a random one he couldn't see. If I couldn't see the baskets I guessed Sam would be more likely to search a basket he could see."",""age"":""38"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I new which basket would be searched if Sam could see where the ball was or if he could see two empty baskets. If Sam couldn't see two or three baskets and one contained the ball the basket chosen would just be a random one he couldn't see. If I couldn't see the baskets I guessed Sam would be more likely to search a basket he could see.,38,Non-Hispanic,Male,White,0.6041666666666666,0.6041666666666666,o4bua6uzes
132,NA,NA,NA,NA,NA,survey-html-form,318,397148,0.0-293.0,16277,NA,"{""feedback"":""just random"",""age"":""45"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,just random,45,Non-Hispanic,Female,White,0.6875,0.6875,penrx1u7qb
133,NA,NA,NA,NA,NA,survey-html-form,318,446687,0.0-293.0,37356,NA,"{""feedback"":""if I was able to see the ball versus if sam could see the ball"",""age"":""37"",""gender"":""Male"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,if I was able to see the ball versus if sam could see the ball,37,Non-Hispanic,Male,Black/African American,0.6597222222222222,0.6597222222222222,pnrkcd6smc
134,NA,NA,NA,NA,NA,survey-html-form,318,556112,0.0-293.0,23110,NA,"{""feedback"":""If I knew where it was it was easy, otherwise, I guessed"",""age"":""57"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If I knew where it was it was easy, otherwise, I guessed",57,Non-Hispanic,Female,White,0.5972222222222222,0.5972222222222222,pw6ogcz40j
135,NA,NA,NA,NA,NA,survey-html-form,318,1023754,0.0-293.0,61444,NA,"{""feedback"":""Well, if we both could see it then I picked that one.  I tried to discern a pattern but I'm not sure how successful I was in doing so."",""age"":""53"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Well, if we both could see it then I picked that one.  I tried to discern a pattern but I'm not sure how successful I was in doing so.",53,Non-Hispanic,Female,White,0.6597222222222222,0.6597222222222222,qlldmz7xfd
136,NA,NA,NA,NA,NA,survey-html-form,318,2174959,0.0-293.0,37862,NA,"{""feedback"":""I went with the ones I saw and the best prediction I could make for Sam."",""age"":""34"",""gender"":""Male"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I went with the ones I saw and the best prediction I could make for Sam.,34,Non-Hispanic,Male,Black/African American,0.5694444444444444,0.5694444444444444,qor7edqfoz
137,NA,NA,NA,NA,NA,survey-html-form,318,218205,0.0-293.0,42859,NA,"{""feedback"":""I tried to focus on Sam's perspective when I could and guess to see if there was a pattern if the choice could have been 50/50"",""age"":""30"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I tried to focus on Sam's perspective when I could and guess to see if there was a pattern if the choice could have been 50/50,30,Non-Hispanic,Male,White,0.5138888888888888,0.5138888888888888,r773dconjp
138,NA,NA,NA,NA,NA,survey-html-form,318,767822,0.0-293.0,46644,NA,"{""feedback"":""The placement of the blocks influenced how I responded sometimes.  I have no questions or comments."",""age"":""63"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The placement of the blocks influenced how I responded sometimes.  I have no questions or comments.,63,Non-Hispanic,Female,White,0.5972222222222222,0.5972222222222222,re3vc5u0yx
139,NA,NA,NA,NA,NA,survey-html-form,318,409856,0.0-293.0,19850,NA,"{""feedback"":""Just guessing best I could."",""age"":""65"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Just guessing best I could.,65,Non-Hispanic,Female,White,0.6666666666666666,0.6666666666666666,rouxxa73y1
140,NA,NA,NA,NA,NA,survey-html-form,318,973793,0.0-293.0,123205,NA,"{""feedback"":""Nothing specifically, I just tried to make the best possible choice randomly."",""age"":""37"",""gender"":""Female"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing specifically, I just tried to make the best possible choice randomly.",37,Non-Hispanic,Female,Black/African American,0.6944444444444444,0.6944444444444444,rpgm1jnoa0
141,NA,NA,NA,NA,NA,survey-html-form,318,483404,0.0-293.0,106499,NA,"{""feedback"":""If the ball was visible then it was an obvious choice. Also used process of elimination when appropriate. Otherwise, I took a guess based on Sam's prior choices."",""age"":""39"",""gender"":""Male"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If the ball was visible then it was an obvious choice. Also used process of elimination when appropriate. Otherwise, I took a guess based on Sam's prior choices.",39,Non-Hispanic,Male,Black/African American,0.625,0.625,rr7faa99km
142,NA,NA,NA,NA,NA,survey-html-form,318,529312,0.0-293.0,80222,NA,"{""feedback"":""I based it off of what he could see. If I couldn't see 2 or more baskets, I just chose randomly."",""age"":""37"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I based it off of what he could see. If I couldn't see 2 or more baskets, I just chose randomly.",37,Non-Hispanic,Male,White,0.6666666666666666,0.6666666666666666,rtg29lpd2a
143,NA,NA,NA,NA,NA,survey-html-form,318,369492,0.0-293.0,21297,NA,"{""feedback"":""If same could see the ball or not."",""age"":""41"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,If same could see the ball or not.,41,Non-Hispanic,Female,White,0.5763888888888888,0.5763888888888888,sb0he12eag
144,NA,NA,NA,NA,NA,survey-html-form,318,368102,0.0-293.0,7756,NA,"{""feedback"":"""",""age"":""37"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,Non-Hispanic,Female,White,0.6388888888888888,0.6388888888888888,sfcqtbap3j
145,NA,NA,NA,NA,NA,survey-html-form,318,671740,0.0-293.0,50645,NA,"{""feedback"":""I tried to stick with where I saw the ball going and give my best guess as to where Sam would pick when he was unable to see."",""age"":""34"",""gender"":""Female"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I tried to stick with where I saw the ball going and give my best guess as to where Sam would pick when he was unable to see.,34,Non-Hispanic,Female,Black/African American,0.6458333333333334,0.6458333333333334,spjreu25vs
146,NA,NA,NA,NA,NA,survey-html-form,318,444013,0.0-293.0,47552,NA,"{""feedback"":""If I could see the ball, if he could see the ball, how many were covered, like process of elimination, if you could see two and they were empty and he could also see those two, it could only be one, even if it was double blind."",""age"":""34"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If I could see the ball, if he could see the ball, how many were covered, like process of elimination, if you could see two and they were empty and he could also see those two, it could only be one, even if it was double blind.",34,Non-Hispanic,Female,White,0.6388888888888888,0.6388888888888888,sra479gt9c
147,NA,NA,NA,NA,NA,survey-html-form,318,500121,0.0-293.0,36536,NA,"{""feedback"":""What was hidden or visible"",""age"":""56"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,What was hidden or visible,56,Non-Hispanic,Male,White,0.6527777777777778,0.6527777777777778,srl0ussgbm
148,NA,NA,NA,NA,NA,survey-html-form,318,478467,0.0-293.0,19967,NA,"{""feedback"":""All guesses"",""age"":""46"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,All guesses,46,Non-Hispanic,Female,White,0.6458333333333334,0.6458333333333334,ssrtzrxagk
149,NA,NA,NA,NA,NA,survey-html-form,318,737344,0.0-293.0,28352,NA,"{""feedback"":""Intuition and random distribution."",""age"":""51"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition and random distribution.,51,Non-Hispanic,Female,White,0.6597222222222222,0.6597222222222222,st8ke8fyy8
150,NA,NA,NA,NA,NA,survey-html-form,318,322352,0.0-293.0,29934,NA,"{""feedback"":""If Sam could see 1, 2 or all 3 of the balls."",""age"":""35"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If Sam could see 1, 2 or all 3 of the balls.",35,Non-Hispanic,Male,White,0.6666666666666666,0.6666666666666666,t26auxa2vc
151,NA,NA,NA,NA,NA,survey-html-form,318,925010,0.0-293.0,46625,NA,"{""feedback"":""when it was clear i picked coorectly if i could not determine i guessed"",""age"":""54"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,when it was clear i picked coorectly if i could not determine i guessed,54,Non-Hispanic,Female,White,0.6458333333333334,0.6458333333333334,t2elun5uf5
152,NA,NA,NA,NA,NA,survey-html-form,318,558840,0.0-293.0,27131,NA,"{""feedback"":""random guess"",""age"":""25"",""gender"":""Female"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,random guess,25,Non-Hispanic,Female,Black/African American,0.6597222222222222,0.6597222222222222,t3y4h4pr5t
